Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,VisitorType,Weekend,Revenue
12,252.8125,4,78.5,100,4597.124242,0,0,2,0,9,0,1,1
4,142.5,0,0.0,56,1885.3374399999998,0,0,5,0,9,0,0,1
9,965.5,0,0.0,30,1895.1333329999998,0,0,0,0,12,0,1,0
1,22.0,3,39.0,80,1903.081639,0,0,0,0,12,0,0,0
9,196.25,1,62.5,6,148.75,0,0,0,0,12,0,0,0
1,55.5,0,0.0,53,4048.583333,0,0,0,0,12,0,0,0
2,140.5,0,0.0,10,431.5,0,0,0,0,12,0,0,0
3,106.5,2,49.5,29,1433.634921,0,0,0,0,9,0,1,0
7,218.66666669999998,0,0.0,5,145.66666669999998,0,0,0,0,9,0,0,0
6,115.58333329999999,0,0.0,30,1076.958333,0,0,10,0,9,0,1,1
2,242.5,0,0.0,59,5004.229167,0,0,0,0,12,0,1,0
1,0.0,0,0.0,8,534.875,0,0,0,0,9,0,0,0
3,89.75,2,16.0,36,1751.8477269999998,0,0,0,0,9,0,0,0
5,97.83333333,0,0.0,15,489.0,0,0,81,0,12,2,0,1
5,48.97619048,1,65.0,40,1159.5671,0,0,12,0,12,0,1,0
8,247.08333330000002,0,0.0,163,4600.540873,0,0,5,0,9,0,0,1
1,25.75,5,452.08333330000005,34,953.5892857000001,0,0,8,0,12,0,0,0
8,222.75,3,15.75,61,1749.8422620000001,0,0,0,0,9,0,1,0
9,230.66666669999998,0,0.0,66,2178.85,0,0,11,0,9,0,1,1
11,167.4061355,0,0.0,49,1512.574405,0,0,0,0,9,1,0,0
4,19.66666667,3,254.91666669999998,147,4254.666667,0,0,0,0,9,0,0,0
3,99.0,0,0.0,58,1261.658333,0,0,0,0,9,1,0,1
5,96.0,0,0.0,81,2833.814103,0,0,0,0,9,0,0,0
2,94.0,1,4.0,264,8584.025049,0,0,0,0,9,0,0,1
2,46.5,0,0.0,90,1322.0044369999998,0,0,16,0,12,0,0,0
3,60.25,0,0.0,8,131.5833333,0,0,0,0,9,1,0,0
2,69.5,0,0.0,21,308.4583333,0,0,0,0,12,0,0,0
2,15.0,0,0.0,1,8.0,0,0,0,0,9,0,0,0
1,70.5,0,0.0,12,541.5357142999999,0,0,115,0,9,1,1,1
5,191.83333330000002,1,17.0,10,209.33333330000002,0,0,0,0,12,0,0,0
3,136.0,0,0.0,39,1426.583333,0,0,3,0,9,0,0,0
5,110.75,0,0.0,11,146.75,0,0,0,0,9,0,0,0
3,22.0,0,0.0,15,259.75,0,0,88,0,12,0,1,1
7,164.58333330000002,1,28.5,115,3427.6654759999997,0,0,4,0,9,0,0,1
1,4.0,0,0.0,8,492.25,0,0,0,0,12,1,0,0
1,140.5,0,0.0,19,1475.166667,0,0,16,0,9,0,0,0
1,31.5,0,0.0,3,32.83333333,0,0,0,0,12,1,1,0
8,105.0,1,24.5,70,5778.966667000001,0,0,0,0,9,0,1,0
1,139.5,0,0.0,18,816.8333332999999,0,0,0,0,9,1,0,0
4,59.5,2,662.0,31,1586.154762,0,0,0,0,9,0,0,0
4,208.88888889999998,4,134.0,37,1335.809127,0,0,6,0,12,0,0,0
2,41.5,1,57.5,19,2689.625,0,0,0,0,12,0,0,0
4,63.75,0,0.0,13,774.7288136,0,0,0,0,9,0,0,1
2,9.0,1,0.0,106,6617.791228,0,0,1,0,9,0,1,1
2,67.5,0,0.0,7,393.5,0,0,0,0,12,1,0,0
4,37.5,2,82.0,4,96.625,0,0,0,0,9,1,0,0
9,181.275,2,65.0,120,3283.715359,0,0,2,0,9,0,0,0
6,149.76190480000002,3,267.25,120,3934.2010240000004,0,0,8,0,9,0,1,0
2,104.0,1,136.5,12,977.5333332999999,0,0,0,0,12,0,0,0
1,27.5,0,0.0,20,922.7083332999998,0,0,103,0,12,1,0,1
1,88.0,0,0.0,22,516.8333333,0,0,0,0,12,0,0,0
2,29.75,0,0.0,33,689.202381,0,0,0,0,12,0,0,0
9,497.16666669999995,0,0.0,20,1170.166667,0,0,0,0,9,0,0,0
7,135.2,5,430.33333330000005,68,3974.5345009999996,0,0,0,0,9,0,1,0
1,27.5,3,17.0,1,10.0,0,0,0,0,9,1,0,1
17,311.25,4,428.54761900000005,139,3891.214286,0,0,86,0,12,0,0,0
4,93.75,0,0.0,70,2161.388889,0,0,0,0,9,0,0,1
1,43.5,0,0.0,79,2006.834416,0,0,0,0,9,0,1,0
4,140.475,1,0.0,48,1252.561414,0,0,0,0,9,0,1,0
5,140.8,4,254.75,61,1740.0527780000002,0,0,14,0,9,0,1,0
8,162.5,0,0.0,9,156.5,0,0,0,0,12,1,0,0
5,200.5,2,390.0,32,904.5666667000002,0,0,0,0,12,0,1,0
3,179.0,0,0.0,15,432.75,0,0,0,0,12,1,0,0
8,52.5,0,0.0,33,2714.958333,0,0,18,0,12,0,0,0
3,72.0,0,0.0,12,871.5,0,0,0,0,9,0,0,0
3,68.28571429,0,0.0,26,741.0555555999999,0,0,13,0,9,0,0,1
2,58.25,3,47.75,24,833.1666667000001,0,0,0,0,12,0,0,0
2,47.5,0,0.0,50,1870.7916670000002,0,0,0,0,12,0,0,0
1,3.0,0,0.0,10,577.1666667000001,0,0,0,0,12,0,0,0
7,51.5,0,0.0,59,1954.7541670000003,0,0,0,0,12,0,0,0
4,36.0,0,0.0,23,2359.375,0,0,58,0,12,1,0,1
7,109.04166670000001,0,0.0,35,1136.083333,0,0,46,0,9,0,0,1
6,184.2727273,0,0.0,32,1427.689394,0,0,13,0,9,0,0,1
2,154.5,0,0.0,7,108.41666670000001,0,0,0,0,9,1,0,0
11,570.25,0,0.0,39,1728.25,0,0,22,0,9,0,0,1
9,116.54166670000001,4,208.66666669999998,57,1813.250382,0,0,30,0,9,0,0,1
1,21.0,0,0.0,31,1998.25,0,0,0,0,9,0,1,0
6,81.54166667,0,0.0,23,808.0416667000001,0,0,0,0,12,0,1,0
1,63.5,0,0.0,10,552.3333332999999,0,0,0,0,12,0,0,0
1,7.0,0,0.0,5,78.5,0,0,0,0,12,0,0,0
1,13.0,4,37.5,32,675.6666667000001,0,0,0,0,12,0,0,0
1,55.5,0,0.0,8,158.25,0,0,0,0,9,0,0,0
2,53.5,0,0.0,13,287.3333333,0,0,0,0,9,1,1,0
4,119.33333329999999,0,0.0,174,5602.593506,0,0,0,0,12,0,0,0
1,13.83333333,1,0.0,200,8336.039583,0,0,3,0,9,0,0,1
4,302.0,0,0.0,29,675.375,0,0,0,0,12,0,1,0
1,0.0,0,0.0,56,2627.756494,0,0,0,0,9,0,1,1
10,790.9,0,0.0,54,2702.390385,0,0,0,0,9,0,0,1
3,52.75,0,0.0,31,3069.0777780000003,0,0,5,0,9,0,0,1
2,36.5,0,0.0,47,1073.31002,0,0,0,0,9,0,1,0
8,125.6309524,6,75.0,312,13379.36658,0,0,8,0,12,0,0,0
2,105.75,0,0.0,19,1124.888889,0,0,0,0,9,0,1,0
1,56.5,1,41.5,87,2504.870761,0,0,0,0,9,0,1,0
1,8.0,3,181.25,124,4722.568651,0,0,24,0,9,0,0,1
3,63.0,2,204.25,20,457.25,0,0,0,0,12,1,0,1
1,54.0,0,0.0,23,816.7761905,0,0,0,0,12,0,0,0
16,305.0,0,0.0,147,4123.956674,0,0,0,0,9,0,0,1
1,0.0,0,0.0,60,1995.4166670000002,0,0,61,0,9,1,0,1
3,54.5,0,0.0,67,2891.744571,0,0,0,0,9,0,1,0
1,4.0,0,0.0,39,983.1388889000001,0,0,0,0,9,0,0,0
1,65.5,0,0.0,2,99.0,0,0,0,0,9,1,1,0
5,142.75,0,0.0,76,1523.5780300000001,0,0,0,0,9,0,0,0
9,241.8416667,0,0.0,25,673.0333333,0,0,27,0,9,1,0,0
1,34.5,0,0.0,10,277.0357143,0,0,0,0,12,1,1,0
5,61.0125,0,0.0,51,1141.066667,0,0,0,0,12,1,0,0
2,51.5,2,99.5,15,771.875,0,0,15,0,12,0,0,0
9,178.5,0,0.0,10,558.0,0,0,0,0,9,0,0,0
12,152.75,1,0.0,219,7044.0645079999995,0,0,11,0,9,0,0,1
1,8.0,0,0.0,34,709.3333332999999,0,0,0,0,9,0,0,0
7,172.375,2,52.5,226,12900.7676,0,0,44,0,9,0,0,1
5,316.5,4,185.5,144,5757.853961,0,0,0,0,9,0,0,0
6,315.1666667,1,85.0,10,402.80555560000005,0,0,0,0,12,1,0,1
2,40.5,0,0.0,133,4815.7016060000005,0,0,8,0,9,0,0,1
17,856.8333332999998,0,0.0,78,4716.572619,0,0,0,0,12,0,1,0
11,504.28333330000004,1,0.0,58,2451.058466,0,0,0,0,12,0,0,0
4,59.2,0,0.0,5,38.35833333,0,0,0,0,12,0,0,0
1,120.5,0,0.0,75,1677.805952,0,0,0,0,12,0,0,0
2,170.0,1,22.0,39,1177.291667,0,0,0,0,9,0,0,0
9,387.75,0,0.0,64,980.5021993999999,0,0,9,0,9,0,0,1
2,44.5,0,0.0,35,1330.666667,0,0,0,0,9,0,0,0
4,101.33333329999999,7,693.5,171,9119.885413,0,0,0,0,12,0,0,0
4,55.0,0,0.0,2,13.0,0,0,0,0,12,1,0,1
4,192.5714286,8,1193.125,146,8150.556716,0,0,1,0,9,0,1,0
5,39.0,0,0.0,13,137.0,0,0,0,0,9,1,0,1
1,3.0,0,0.0,11,1046.666667,0,0,0,0,9,0,1,0
1,10.0,0,0.0,27,548.2833333,0,0,0,0,12,0,0,0
6,190.9231928,0,0.0,7,603.2565261,0,0,0,0,9,0,0,0
1,30.5,0,0.0,324,14213.636519999998,0,0,4,0,9,0,1,1
3,86.5,0,0.0,30,2623.916667,0,0,23,0,12,1,1,1
12,209.375,0,0.0,43,2754.117424,0,0,13,0,12,0,0,0
5,64.9,0,0.0,21,1922.15,0,0,60,0,9,1,0,1
3,238.05,5,1488.0,104,3275.87381,0,0,1,0,9,0,0,1
1,79.0,2,255.0,137,2668.725046,0,0,0,0,9,0,0,0
2,55.5,0,0.0,2,26.0,0,0,0,0,12,0,1,1
4,73.33333333,1,0.0,52,1543.75,0,0,0,0,9,0,0,0
2,56.5,0,0.0,12,544.8333332999999,0,0,31,0,12,2,1,0
7,102.5,0,0.0,9,64.75,0,0,0,0,9,1,0,0
2,49.5,0,0.0,260,8555.765985,0,0,0,0,9,0,0,1
5,199.125,0,0.0,9,430.60714289999993,0,0,0,0,9,0,0,0
1,21.0,3,19.0,39,754.3194444000001,0,0,0,0,9,0,0,0
2,13.0,0,0.0,19,637.4285714,0,0,13,0,9,0,0,0
5,123.0,1,12.25,26,934.15,0,0,0,0,12,0,0,0
2,167.88888889999998,2,825.5,117,5256.472341,0,0,3,0,9,0,0,1
4,111.16666670000001,2,25.75,16,411.9375,0,0,0,0,9,1,1,0
1,15.0,2,4.0,108,6740.557143000001,0,0,24,0,9,0,0,1
1,10.0,0,0.0,32,1277.75,0,0,78,0,12,2,0,1
1,0.0,0,0.0,14,1125.875,0,0,0,0,9,0,0,0
3,371.7,5,106.0,85,2128.730927,0,0,43,0,9,0,0,1
5,44.0,0,0.0,54,1391.733333,0,0,0,0,12,0,0,0
3,37.75,1,10.0,24,274.5,0,0,0,0,12,1,0,0
11,202.4254386,5,1767.6666670000002,338,13265.35595,0,0,1,0,9,0,0,1
7,51.70833333,2,280.5,149,7569.182143000001,0,0,11,0,9,0,0,1
3,47.0,0,0.0,89,3436.975,0,0,0,0,9,1,0,1
4,900.5,0,0.0,14,1957.5,0,0,105,0,12,0,0,1
1,19.75,2,0.0,29,942.3958332999998,0,0,0,0,12,0,0,0
3,30.5,5,789.125,272,7434.743073000001,0,0,0,0,9,0,0,0
4,367.0,5,2256.916667,74,8981.580128,0,0,0,0,12,0,0,0
4,46.45833333,0,0.0,82,2875.615909,0,0,27,0,9,0,0,1
2,33.5,0,0.0,108,2270.908333,0,0,0,0,9,0,0,0
1,33.5,0,0.0,15,710.25,0,0,0,0,12,1,0,0
4,43.225,0,0.0,13,293.725,0,0,0,0,9,0,0,0
4,77.5,0,0.0,17,678.25,0,0,0,0,9,0,0,0
3,76.25,0,0.0,16,301.6666667,0,0,0,0,9,0,0,0
4,296.75,0,0.0,10,183.70833330000002,0,0,0,0,12,0,0,0
9,444.28472220000003,0,0.0,534,18504.12621,0,0,2,0,9,0,1,1
8,171.75,0,0.0,32,486.66666669999995,0,0,0,0,12,1,0,0
2,55.375,1,566.0,29,1978.1488100000001,0,0,0,0,9,0,0,0
5,218.83333330000002,3,54.0,28,1430.854167,0,0,9,0,12,0,1,0
2,100.0,6,131.0,63,2611.651923,0,0,0,0,12,0,0,0
4,793.5,0,0.0,61,2440.473611,0,0,12,0,9,0,1,0
9,303.8666667,0,0.0,72,3752.66697,0,0,0,0,9,0,0,0
1,11.0,3,47.75,25,1925.9791670000002,0,0,0,0,12,0,0,0
12,394.1,0,0.0,30,917.25,0,0,0,0,9,1,1,1
8,342.75,0,0.0,12,653.125,0,0,0,0,9,0,0,0
1,0.0,0,0.0,37,1731.5,0,0,17,0,9,1,0,1
3,36.0,2,16.0,74,4377.708157,0,0,0,0,9,0,0,1
4,49.0,0,0.0,17,283.7916667,0,0,0,0,12,0,1,0
7,91.0,0,0.0,23,297.125,0,0,0,0,9,1,0,0
5,613.5,0,0.0,470,14129.8808,0,0,13,0,9,0,1,1
2,87.83333333,1,113.0,67,4868.0,0,0,48,0,12,0,0,1
5,68.0,2,9.0,32,1195.583333,0,0,32,0,9,0,0,1
3,62.5,0,0.0,46,1048.107143,0,0,20,0,12,0,0,1
6,214.66666669999998,1,112.0,68,2822.172118,0,0,0,0,9,0,0,0
3,335.5,1,15.0,4,96.0,0,0,0,0,9,0,0,0
10,506.38839289999993,1,5.0,58,2528.2874309999997,0,0,5,0,9,0,0,0
5,139.9833333,0,0.0,27,677.8833333,0,0,0,0,12,1,1,0
9,395.87857139999994,0,0.0,124,3959.1453439999996,0,0,3,0,9,0,0,1
4,83.25,0,0.0,152,4307.409559000001,0,0,0,0,12,0,0,1
2,131.5,0,0.0,26,1960.475,0,0,33,0,9,0,0,1
3,474.66666669999995,1,30.5,86,1789.954762,0,0,5,0,12,0,0,0
6,27.0,1,0.0,141,6481.483333,0,0,1,0,9,0,0,0
8,1040.25,0,0.0,207,5160.451362,0,0,0,0,9,0,0,0
1,11.0,0,0.0,26,651.0666667,0,0,0,0,9,0,0,0
1,12.0,0,0.0,16,565.4166667000001,0,0,0,0,9,0,0,0
5,75.25,0,0.0,35,572.9761905,0,0,0,0,12,0,0,0
1,98.0,0,0.0,39,2555.994444,0,0,0,0,12,0,0,0
3,75.5,1,0.0,130,4737.087716,0,0,43,0,9,0,0,1
1,78.0,0,0.0,2,25.75,0,0,0,0,9,1,0,0
3,53.0,5,9.5,218,8205.68794,0,0,1,0,9,0,0,1
9,137.32222219999997,1,418.5,41,1933.2444440000002,0,0,0,0,12,0,0,0
7,154.0,3,248.16666669999998,34,886.4791667000002,0,0,77,0,12,1,0,1
3,77.5,0,0.0,35,1000.8,0,0,0,0,12,0,0,0
7,235.75,4,66.5,37,729.7916667000001,0,0,60,0,9,0,0,1
3,118.0,0,0.0,2,96.25,0,0,0,0,12,2,0,0
9,320.2708333,2,298.3333333,51,1788.370821,0,0,8,0,9,0,1,1
2,7.0,0,0.0,56,656.7681818,0,0,0,0,9,0,1,0
2,21.25,0,0.0,33,968.6444444,0,0,0,0,9,0,1,0
1,131.5,1,19.0,62,1524.962997,0,0,83,0,9,1,0,1
2,64.0,0,0.0,10,341.25,0,0,0,0,9,0,0,0
4,68.10769231,6,1022.25,104,8130.964914,0,0,5,0,9,0,0,1
1,5.0,2,17.0,126,5276.227193,0,0,0,0,12,0,1,0
3,54.5,2,7.0,3,23.0,0,0,0,0,12,0,0,0
9,243.25,3,1475.25,79,3497.214286,0,0,32,0,12,0,0,0
3,150.25,0,0.0,71,2065.8381649999997,0,0,0,0,9,0,0,0
2,14.0,0,0.0,81,1441.9105880000002,0,0,2,0,9,0,0,0
1,7.0,0,0.0,50,2330.7273809999997,0,0,0,0,9,0,0,0
4,118.5,1,8.5,62,2910.632251,0,0,25,0,9,0,0,1
7,86.27777778,2,21.0,80,2170.286706,0,0,25,0,9,0,1,1
3,155.75,1,0.0,62,2038.772727,0,0,17,0,9,0,1,0
6,31.0,0,0.0,17,1494.25,0,0,0,0,9,0,0,0
2,25.0,0,0.0,25,243.16666669999998,0,0,0,0,9,0,0,0
3,1115.5,0,0.0,21,1469.666667,0,0,0,0,9,0,1,0
10,143.58333330000002,1,92.0,245,7793.158684999999,0,0,59,0,9,0,0,1
2,144.5,0,0.0,7,416.5,0,0,0,0,9,0,1,0
2,28.0,0,0.0,51,2587.7666670000003,0,0,21,0,9,0,0,1
1,6.0,0,0.0,6,125.0,0,0,0,0,12,0,0,0
1,5.0,0,0.0,63,1405.327056,0,0,8,0,9,0,0,1
7,222.81666669999998,1,0.0,22,1032.75,0,0,16,0,9,0,1,0
8,130.7,0,0.0,3,87.5,0,0,0,0,9,1,1,0
2,75.0,0,0.0,29,1279.089286,0,0,35,0,9,0,0,1
1,22.75,0,0.0,1,0.0,0,0,0,0,12,1,0,1
3,84.5,0,0.0,6,53.375,0,0,0,0,9,0,1,0
4,195.5,0,0.0,31,1028.533333,0,0,77,0,9,0,0,0
2,11.0,0,0.0,11,976.0,0,0,0,0,12,0,0,0
6,218.5714286,0,0.0,35,1760.613095,0,0,16,0,9,0,0,1
9,198.43333330000002,7,636.75,113,3312.879422,0,0,0,0,9,0,0,1
2,90.0,0,0.0,19,921.6,0,0,55,0,9,0,0,1
2,279.0,0,0.0,14,553.3333332999999,0,0,0,0,9,0,0,0
3,30.0,0,0.0,23,625.3,0,0,0,0,12,0,0,0
7,86.75,1,0.0,101,3094.3666670000002,0,0,56,0,9,0,0,1
7,193.75,0,0.0,60,1316.434982,0,0,0,0,9,0,0,0
6,122.25,1,33.5,60,2719.654762,0,0,0,0,12,0,0,0
9,65.54166667,0,0.0,6,744.1666667000001,0,0,0,0,12,0,0,0
2,324.5,1,0.0,21,696.225,0,0,0,0,9,0,0,0
2,11.0,0,0.0,132,4424.916667,0,0,14,0,9,0,0,1
7,122.875,0,0.0,22,250.03571430000002,0,0,0,0,12,1,0,0
2,87.5,0,0.0,29,1352.133333,0,0,34,0,9,0,1,1
5,176.25,0,0.0,13,1183.05,0,0,0,0,12,0,0,0
12,509.53125,2,11.0,33,2032.599702,0,0,5,0,9,0,0,0
1,6.0,0,0.0,57,1836.775,0,0,0,0,9,0,0,0
4,80.0,0,0.0,326,11945.62954,0,0,0,0,9,0,0,1
1,8.0,0,0.0,33,636.5833332999999,0,0,0,0,12,1,0,0
6,214.0,0,0.0,27,830.1041667000001,0,0,0,0,12,0,0,0
1,51.5,0,0.0,57,2689.291667,0,0,0,0,9,0,0,0
6,82.2,0,0.0,176,5505.401209000001,0,0,10,0,9,0,0,1
9,268.5,0,0.0,8,407.5,0,0,0,0,12,0,0,0
7,133.46666670000002,4,46.5,26,1357.833333,0,0,18,0,9,1,1,1
1,19.0,0,0.0,17,336.5833333,0,0,0,0,9,0,0,0
4,379.5,0,0.0,188,8618.031872,0,0,0,0,9,0,0,0
3,150.75,1,14.0,13,308.5,0,0,0,0,12,1,1,0
2,217.0,0,0.0,34,409.5,0,0,0,0,12,0,0,0
5,39.83333333,0,0.0,34,2348.8125,0,0,0,0,12,0,0,0
4,189.66666669999998,0,0.0,27,687.5,0,0,0,0,12,1,0,0
5,501.75,0,0.0,18,628.5833332999999,0,0,37,0,9,0,0,1
12,217.08333330000002,5,480.125,90,1996.565909,0,0,0,0,9,0,0,0
1,2.0,1,0.0,77,2476.154789,0,0,0,0,12,0,0,1
1,21.0,0,0.0,81,2930.722222,0,0,0,0,9,0,1,1
2,67.5,0,0.0,10,268.0,0,0,59,0,12,1,0,1
3,334.0,0,0.0,32,4316.833333,0,0,42,0,12,2,0,1
9,183.3,2,34.0,45,2904.922294,0,0,0,0,12,0,1,0
1,14.0,0,0.0,14,988.0625,0,0,68,0,12,0,0,1
2,157.25,0,0.0,29,2999.716667,0,0,0,0,12,0,0,0
5,369.375,2,59.0,19,1328.5,0,0,14,0,9,0,0,0
8,108.83333329999999,0,0.0,21,780.5833332999999,0,0,25,0,9,1,0,1
8,194.29166669999998,5,759.5,23,1291.35119,0,0,41,0,12,0,1,0
5,91.5,0,0.0,14,187.91666669999998,0,0,0,0,12,0,0,0
1,145.5,0,0.0,26,1258.791667,0,0,0,0,9,0,0,0
16,230.32638889999998,1,0.0,86,2351.834722,0,0,0,0,12,0,1,0
2,52.5,0,0.0,13,605.5,0,0,0,0,9,0,0,0
1,4.0,0,0.0,164,5767.465043,0,0,52,0,9,0,0,0
10,138.75,0,0.0,69,2464.294444,0,0,0,0,12,1,0,0
3,55.75,0,0.0,55,1139.638889,0,0,6,0,12,0,0,0
1,0.0,2,9.0,44,814.1547619,0,0,0,0,9,0,0,1
2,143.25,0,0.0,38,2508.413853,0,0,54,0,9,0,0,1
3,17.0,0,0.0,71,2086.666667,0,0,0,0,12,0,0,0
3,29.0,0,0.0,2,7.0,0,0,0,0,12,1,0,0
4,88.625,3,170.58333330000002,5,124.95833329999999,0,0,0,0,9,1,0,0
4,144.5,2,52.5,39,1299.5,0,0,0,0,9,0,0,0
3,197.5,0,0.0,15,343.25,0,0,0,0,12,0,0,0
1,13.0,1,10.0,18,445.0,0,0,0,0,9,0,0,0
1,131.5,5,464.875,19,660.8039683,0,0,0,0,9,0,1,0
6,123.54166670000001,0,0.0,12,189.0,0,0,0,0,12,1,0,0
8,131.9642857,7,1039.166667,61,1407.4464289999999,0,0,0,0,12,0,0,0
1,19.0,0,0.0,8,208.0,0,0,0,0,9,0,0,0
2,190.75,0,0.0,36,1604.791667,0,0,0,0,12,0,1,0
2,32.83333333,0,0.0,16,877.6666667000002,0,0,0,0,9,0,1,0
1,9.0,0,0.0,8,602.0,0,0,0,0,9,0,0,0
3,223.33333330000002,2,19.75,37,1118.987027,0,0,0,0,9,0,1,0
4,22.91666667,0,0.0,22,221.25,0,0,0,0,9,0,0,0
4,50.33333333,0,0.0,3,28.33333333,0,0,0,0,12,0,0,0
3,205.25,0,0.0,190,3679.128882,0,0,8,0,12,0,0,0
1,236.5,5,1373.75,141,2834.697619,0,0,0,0,9,0,0,0
1,0.0,0,0.0,0,0.0,0,0,0,0,9,0,0,0
3,32.0,2,9.0,16,1760.6,0,0,0,0,9,0,0,1
3,168.5,0,0.0,5,84.0,0,0,0,0,12,1,0,0
1,13.0,0,0.0,52,1380.166667,0,0,21,0,9,0,1,0
5,59.52777778,3,124.25,156,5189.960659,0,0,20,0,9,0,0,1
1,17.0,0,0.0,15,247.0,0,0,0,0,9,1,0,0
3,65.5,3,60.0,30,1383.375,0,0,43,0,9,0,0,0
3,107.20833329999999,0,0.0,17,513.25,0,0,17,0,9,0,0,1
6,61.0,0,0.0,21,585.3916667000001,0,0,0,0,12,1,0,1
1,142.5,1,48.5,9,733.25,0,0,0,0,12,1,1,0
11,216.22857140000002,6,704.75,304,11250.48672,0,0,1,0,9,0,0,1
1,5.0,0,0.0,29,3441.439286,0,0,0,0,12,0,0,0
9,341.0,0,0.0,37,1538.9507939999999,0,0,0,0,12,0,0,0
5,44.75,3,51.5,107,3074.852778,0,0,0,0,9,0,1,0
12,251.6190476,1,44.0,69,2269.732143,0,0,0,0,12,0,0,1
14,321.2666667,4,230.0,39,2310.083333,0,0,27,0,9,0,0,0
1,30.5,0,0.0,16,374.5,0,0,0,0,9,0,1,0
9,296.1166667,1,26.5,79,5057.175,0,0,17,0,9,0,0,1
4,207.5,0,0.0,2,56.5,0,0,0,0,12,1,1,0
7,440.58333330000005,0,0.0,48,1777.7023809999998,0,0,14,0,12,0,0,0
6,90.41666667,0,0.0,5,100.41666670000001,0,0,0,0,12,1,0,0
1,0.0,2,360.0,82,6858.672122,0,0,0,0,9,0,0,0
4,27.0,0,0.0,9,79.25,0,0,0,0,9,0,0,0
6,81.83333333,0,0.0,7,166.5,0,0,0,0,9,1,0,0
12,152.75,6,1024.25,127,3247.644636,0,0,33,0,9,0,1,1
12,521.075,0,0.0,83,5124.691667,0,0,35,0,12,0,0,0
3,150.125,4,26.5,26,1332.6953460000002,0,0,5,0,12,0,0,0
3,20.16666667,0,0.0,87,2467.256349,0,0,11,0,12,0,0,0
5,194.28571430000002,4,162.75,98,5325.234886,0,0,56,0,9,0,1,1
1,24.5,0,0.0,47,1330.375,0,0,0,0,12,1,0,0
8,52.85,2,33.5,71,1714.778571,0,0,0,0,9,0,0,0
2,27.5,0,0.0,44,1026.450758,0,0,0,0,12,0,0,0
1,61.25,3,1083.0,14,2230.5,0,0,0,0,12,0,0,0
1,16.0,3,585.625,40,765.0416667000001,0,0,0,0,12,0,0,0
3,165.25,0,0.0,49,1256.383333,0,0,0,0,9,0,0,0
4,356.5,0,0.0,15,1992.9166670000002,0,0,17,0,12,0,0,1
10,779.45,0,0.0,39,1002.491667,0,0,0,0,9,0,0,0
5,88.83333333,0,0.0,27,494.64404759999996,0,0,0,0,9,0,0,0
2,166.91666669999998,7,115.0,233,7952.491839,0,0,8,0,9,0,0,1
9,73.25,0,0.0,26,2923.25,0,0,0,0,12,0,0,0
7,98.17261905,0,0.0,47,1889.953409,0,0,0,0,9,0,0,0
10,244.70833330000002,0,0.0,213,8125.852287999999,0,0,0,0,12,0,1,0
8,108.38445379999999,0,0.0,65,2008.900974,0,0,17,0,12,0,0,0
6,215.25,0,0.0,29,672.125,0,0,22,0,9,1,1,1
9,227.375,4,102.25,48,2849.482143,0,0,4,0,9,0,0,0
3,37.25,0,0.0,19,656.25,0,0,0,0,12,0,0,0
11,225.5,7,258.25,40,1352.833333,0,0,0,0,12,0,1,0
11,192.84761899999998,0,0.0,186,6975.887248999999,0,0,14,0,9,0,0,1
4,82.5,0,0.0,16,299.5,0,0,0,0,12,0,1,0
1,41.5,0,0.0,12,237.5,0,0,0,0,12,0,0,0
3,38.0,0,0.0,12,279.0833333,0,0,0,0,9,0,0,0
7,98.0,3,61.0,83,2355.682738,0,0,0,0,12,0,0,0
1,94.0,0,0.0,54,1210.921324,0,0,0,0,12,0,0,0
13,340.59166669999996,0,0.0,43,863.3468254000001,0,0,40,0,9,0,0,1
1,5.0,0,0.0,26,850.6666667000002,0,0,0,0,12,0,0,0
5,85.33333333,3,8.0,213,8591.591742,0,0,8,0,9,0,0,1
10,60.7,1,110.25,75,1585.6087300000002,0,0,0,0,12,0,0,0
12,1098.5,1,0.0,115,6367.506345000001,0,0,0,0,9,0,0,1
7,167.0083333,0,0.0,40,978.0916667000001,0,0,0,0,12,0,0,0
5,114.25,0,0.0,107,9126.982468,0,0,0,0,9,0,0,1
7,288.5208333,0,0.0,12,402.3958333,0,0,0,0,12,1,1,0
2,48.5,0,0.0,5,396.1666667,0,0,0,0,12,0,0,0
8,225.41666669999998,0,0.0,44,1254.112179,0,0,0,0,12,0,0,0
2,31.0,0,0.0,88,5321.441032,0,0,25,0,9,0,0,1
3,99.75,0,0.0,89,2520.056936,0,0,40,0,9,0,0,1
2,14.0,0,0.0,5,45.25,0,0,0,0,12,0,0,0
4,48.5,0,0.0,7,31.5,0,0,0,0,12,0,0,0
2,31.5,0,0.0,27,811.8630952000001,0,0,0,0,9,0,1,0
3,7.0,1,25.16666667,21,446.0,0,0,32,0,9,0,0,0
5,80.66666667,2,278.25,4,233.375,0,0,0,0,9,0,0,0
14,200.41666669999998,0,0.0,7,72.41666667,0,0,0,0,12,2,0,0
4,240.16666669999998,0,0.0,73,2371.371545,0,0,0,0,9,0,1,0
2,20.0,3,402.0,85,3881.7935899999998,0,0,0,0,9,0,0,0
4,52.83333333,0,0.0,57,1761.285714,0,0,0,0,9,0,1,0
